Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
26-May-15,2603.15,2622,2590,2606.35,2609.718251,26914,2416,70237957,8982,33.37,32,3.2
27-May-15,2595,2631.5,2592,2616.55,2614.929666,48241,3623,126146822,24962,51.74,39.5,21.55
28-May-15,2600,2624.9,2582.9,2609.95,2604.820836,38049,3429,99110828,11855,31.16,42,9.95
29-May-15,2611.35,2646.95,2599.4,2610.6,2617.453897,97987,6582,256476455,28091,28.67,47.55,-0.75
1-Jun-15,2610.25,2644.85,2607.6,2616.4,2621.254791,36948,3057,96850122,12538,33.93,37.25,6.15
2-Jun-15,2628,2630.5,2591,2600.45,2609.500792,51784,4956,135130389,17728,34.23,39.5,-27.55
3-Jun-15,2609.95,2625,2592,2610.75,2611.303739,50280,4597,131296352,17770,35.34,33,0.8
4-Jun-15,2620,2622,2590.5,2606.2,2607.403251,34393,3185,89676420,9386,27.29,31.5,-13.8
5-Jun-15,2584.55,2605,2568,2572.35,2592.25121,111377,4507,288717163,62505,56.12,37,-12.2
8-Jun-15,2598,2598,2564.6,2578.65,2576.828528,34962,3248,90091079,14975,42.83,33.4,-19.35
9-Jun-15,2575,2588,2550,2558.1,2568.833638,26815,2382,68883274,6833,25.48,38,-16.9
10-Jun-15,2564,2610,2564,2602.05,2586.798029,44962,3347,116307613,17569,39.08,46,38.05
11-Jun-15,2605,2625,2551,2571,2583.937485,41750,3728,107879390,11424,27.36,74,-34
12-Jun-15,2574.85,2588.05,2477,2512.05,2525.257897,105833,8599,267255619,23106,21.83,111.05,-62.8
15-Jun-15,2500,2519.9,2482,2511.8,2506.110923,102314,3631,256410233,63060,61.63,37.9,11.8
16-Jun-15,2512.1,2516.4,2495,2511.05,2508.881901,31118,2291,78071387,7956,25.57,21.4,-1.05
17-Jun-15,2511,2530.05,2503.2,2514.95,2516.102232,46101,3705,115994829,18013,39.07,26.85,3.95
18-Jun-15,2515,2545.8,2511,2528.55,2533.676961,41187,3653,104354553,15558,37.77,34.8,13.55
19-Jun-15,2539.9,2560,2530,2551.1,2544.850112,30416,2793,77404161,9747,32.05,30,11.2
22-Jun-15,2552.55,2605,2552,2595.7,2588.361204,29147,2672,75442964,8645,29.66,53,43.15
23-Jun-15,2600,2600,2571.05,2577.7,2586.813116,72794,2974,188304474,48406,66.5,28.95,-22.3
24-Jun-15,2582,2585.8,2560,2568.4,2576.335807,58090,2810,149659347,35843,61.7,25.8,-13.6
25-Jun-15,2567,2574,2546.5,2551.75,2558.531337,27252,2634,69725096,7798,28.61,27.5,-15.25
26-Jun-15,2553,2598,2553,2594.05,2576.380368,33599,2656,86563804,8268,24.61,45,41.05
29-Jun-15,2580,2603.2,2546,2593.55,2568.1823,50801,4342,130466229,9180,18.07,57.2,13.55
30-Jun-15,2590,2590,2547,2552.2,2559.436855,54430,4028,139310148,12869,23.64,43,-37.8
1-Jul-15,2565,2599,2560.15,2591.8,2583.115327,32915,3337,85023241,8661,26.31,38.85,26.8
2-Jul-15,2608.8,2608.8,2575,2580.85,2584.05504,36228,2812,93615146,10108,27.9,33.8,-27.95
3-Jul-15,2577,2608.65,2571,2604.8,2594.937244,29495,3790,76537674,14224,48.23,37.65,27.8
6-Jul-15,2590,2643.4,2581.9,2632.8,2614.862036,46425,4310,121394970,14875,32.04,61.5,42.8
7-Jul-15,2635,2646.65,2604.9,2619.05,2626.291816,39148,3552,102814072,10089,25.77,41.75,-15.95
8-Jul-15,2601,2622.45,2584.1,2594.05,2599.646777,151706,5527,394382014,111755,73.67,38.35,-6.95
9-Jul-15,2600,2600,2505.75,2521.4,2541.583658,129994,10611,330390626,43756,33.66,94.25,-78.6
10-Jul-15,2562,2562,2455,2471.9,2489.048462,303348,23576,755047873,104706,34.52,107,-90.1
13-Jul-15,2484,2518.3,2480,2508.6,2502.046951,64024,4657,160191054,20057,31.33,38.3,24.6
14-Jul-15,2509,2511.8,2491,2499.5,2499.508441,47685,3205,119189060,17416,36.52,20.8,-9.5
15-Jul-15,2503,2550,2503,2546.25,2533.675893,46028,4087,116620034,17985,39.07,47,43.25
16-Jul-15,2541,2558.45,2526,2538.15,2541.598647,40493,3564,102916954,9509,23.48,32.45,-2.85
17-Jul-15,2541,2567,2541,2559.35,2555.601193,36544,3115,93391890,8395,22.97,26,18.35
20-Jul-15,2559,2589,2554.35,2579.55,2571.223474,32930,2648,84670389,13162,39.97,34.65,20.55
21-Jul-15,2579.5,2599.05,2556,2562.85,2574.25997,39620,3053,101992180,11962,30.19,43.05,-16.65
22-Jul-15,2560,2567.9,2521.4,2528.1,2531.800731,67868,6976,171828252,30083,44.33,46.5,-31.9
23-Jul-15,2535,2538.45,2483,2487.95,2505.868735,63345,4541,158734255,26001,41.05,55.45,-47.05
24-Jul-15,2514,2517,2493.85,2503.75,2505.21751,26670,2213,66814151,7006,26.27,23.15,-10.25
27-Jul-15,2500,2505,2482.05,2496.9,2497.097483,65345,5207,163172835,41736,63.87,22.95,-3.1
28-Jul-15,2500,2518.95,2492.05,2501.5,2509.228006,32315,3066,81085703,14711,45.52,26.9,1.5
29-Jul-15,2512,2515.45,2484.9,2508.1,2503.816897,39273,2976,98332401,14419,36.71,30.55,-3.9
30-Jul-15,2510,2515,2477,2480.95,2491.51569,50191,3487,125051664,26830,53.46,38,-29.05
31-Jul-15,2490,2518.5,2488.55,2510,2499.740611,41563,2962,103896719,16616,39.98,29.95,20
3-Aug-15,2509.9,2524,2500,2507.95,2513.392662,24339,2410,61173464,8791,36.12,24,-1.95
4-Aug-15,2510,2520.8,2485.8,2509.3,2500.893364,30215,2579,75564493,10304,34.1,35,-0.7
5-Aug-15,2510,2547.85,2510,2541.65,2537.205031,33395,2909,84729962,11341,33.96,37.85,31.65
6-Aug-15,2550,2582,2550,2574.3,2565.84414,39696,2849,101853749,14126,35.59,32,24.3
7-Aug-15,2574.3,2574.3,2548.25,2551.7,2558.396419,21727,2163,55586279,8286,38.14,26.05,-22.6
10-Aug-15,2563,2588,2558.3,2570.8,2577.268832,31648,3449,81565404,11907,37.62,29.7,7.8
11-Aug-15,2570,2609.95,2544.05,2603.05,2592.529463,58412,4837,151434831,26017,44.54,65.9,33.05
12-Aug-15,2603,2689.6,2603,2671.4,2664.252631,200514,8064,534219952,91189,45.48,86.6,68.4
13-Aug-15,2671.5,2682.5,2627.05,2637.4,2655.664773,44898,4134,119234037,11717,26.1,55.45,-34.1
14-Aug-15,2635.1,2713,2635.1,2693.65,2686.921983,67947,5797,182568288,15598,22.96,77.9,58.55
17-Aug-15,2694,2694,2655.45,2684.75,2673.213814,41756,4334,111622716,17884,42.83,38.55,-9.25
18-Aug-15,2700,2746,2694.2,2734.6,2734.609239,51630,5207,141187875,14093,27.3,51.8,34.6
19-Aug-15,2750,2750.95,2718.05,2731.4,2737.968876,31294,2863,85681998,7990,25.53,32.9,-18.6
20-Aug-15,2732,2732,2675.25,2691.2,2701.478363,33184,3416,89645858,6607,19.91,56.75,-40.8
21-Aug-15,2690.3,2727.8,2657,2675.1,2685.675007,54152,5553,145434673,12534,23.15,70.8,-15.2
24-Aug-15,2675,2675,2570,2579.2,2604.526709,83885,6136,218480723,28346,33.79,105,-95.8
25-Aug-15,2585,2618.1,2536.1,2567.35,2576.584479,77972,6225,200901445,23476,30.11,82,-17.65
26-Aug-15,2565.45,2638.95,2514.9,2576.75,2593.497091,54308,5277,140847640,20368,37.5,124.05,11.3
27-Aug-15,2615.2,2615.2,2547,2577.6,2571.703974,31906,3604,82052787,8332,26.11,68.2,-37.6
28-Aug-15,2599,2604.9,2560,2570.65,2584.817237,40402,4136,104431786,10979,27.17,44.9,-28.35
31-Aug-15,2583.85,2588.45,2533,2565.25,2567.285751,42719,3327,109671880,13317,31.17,55.45,-18.6
1-Sep-15,2567,2610,2531,2538.8,2572.769667,49194,4720,126564831,15559,31.63,79,-28.2
2-Sep-15,2560,2619,2546.6,2593.2,2596.05141,53433,4810,138714815,12596,23.57,72.4,33.2
3-Sep-15,2614,2614,2577,2605.25,2594.647746,28522,2693,74004543,6957,24.39,37,-8.75
4-Sep-15,2625,2625,2542.45,2549.45,2569.795203,45318,4275,116457979,9557,21.09,82.55,-75.55
7-Sep-15,2552,2559.5,2535,2539.5,2546.418382,23022,2210,58623644,5870,25.5,24.5,-12.5
8-Sep-15,2543,2563.7,2523.05,2542.1,2539.623733,256257,4542,650796359,214445,83.68,40.65,-0.9
9-Sep-15,2560,2575,2546.65,2550.65,2558.970878,31007,2374,79346010,12228,39.44,28.35,-9.35
10-Sep-15,2540,2576,2527.05,2542.35,2551.042602,55303,4359,141080309,13718,24.81,48.95,2.35
11-Sep-15,2549.9,2568,2535.2,2545.5,2551.275269,40960,3569,104500235,13453,32.84,32.8,-4.4
14-Sep-15,2555,2564.7,2545.15,2550.75,2552.802703,17314,2343,44199226,8162,47.14,19.55,-4.25
15-Sep-15,2550.75,2558,2536,2543.15,2546.916405,34117,4277,86893147,11312,33.16,22,-7.6
16-Sep-15,2548,2563.95,2543.5,2551.15,2553.977404,20800,1848,53122730,6904,33.19,20.45,3.15
18-Sep-15,2560,2585,2547.8,2554.15,2575.37776,47427,3443,122142441,11949,25.19,37.2,-5.85
21-Sep-15,2550,2554.15,2534.15,2550.7,2545.43383,27301,2255,69492889,13197,48.34,20,0.7
22-Sep-15,2554.15,2575,2493.9,2526.35,2537.482049,44593,4269,113153937,14745,33.07,81.1,-27.8
23-Sep-15,2527,2557.3,2515,2534.05,2534.637033,37053,3236,93915906,11181,30.18,42.3,7.05
24-Sep-15,2534,2583.95,2531.9,2575.6,2565.199106,66658,5195,170991042,26536,39.81,52.05,41.6
28-Sep-15,2580,2618.95,2580,2590.35,2601.572637,27665,2636,71972507,6141,22.2,38.95,10.35
29-Sep-15,2572,2632,2570,2590.2,2604.281056,37352,3847,97275106,7344,19.66,62,18.2
30-Sep-15,2630,2641.8,2571.55,2587.7,2584.785965,45273,4245,117021015,20747,45.83,70.25,-42.3
1-Oct-15,2600,2645,2590.6,2639.7,2631.972089,55176,4716,145221692,18821,34.11,54.4,39.7
5-Oct-15,2650,2769,2650,2713.45,2710.604507,107706,8032,291948369,47752,44.34,119,63.45
6-Oct-15,2725,2725.4,2680.2,2695.7,2704.243033,66740,4060,180481180,34440,51.6,45.2,-29.3
7-Oct-15,2695.7,2716.45,2647.1,2655.1,2684.13979,65720,6309,176401667,23868,36.32,69.35,-40.6
8-Oct-15,2665.05,2678,2620.5,2634.75,2641.771398,48368,4475,127777199,19695,40.72,57.5,-30.3
9-Oct-15,2678,2678,2610,2629.85,2629.343119,59000,3789,155131244,26420,44.78,68,-48.15
12-Oct-15,2667,2670,2585.3,2592.4,2611.70174,95923,12316,250522266,36733,38.29,84.7,-74.6
13-Oct-15,2605,2612.45,2568.05,2597.4,2588.927194,121981,8946,315799928,28454,23.33,44.4,-7.6
14-Oct-15,2550,2550,2480,2483.4,2496.515314,361698,21560,902984596,109647,30.31,70,-66.6
15-Oct-15,2490,2505,2465,2468.65,2491.200422,421985,11944,1051249210,355393,84.22,40,-21.35
16-Oct-15,2490,2492,2470,2475.95,2479.887588,56960,5125,141254397,24133,42.37,22,-14.05
19-Oct-15,2478,2493,2458,2486.85,2474.239607,78537,6967,194319356,22649,28.84,35,8.85
20-Oct-15,2493,2529.8,2492.5,2526.7,2518.784308,61931,4905,155990831,19415,31.35,37.3,33.7
21-Oct-15,2526.75,2542.2,2518.7,2525.5,2532.316829,61519,4993,155785599,26674,43.36,23.5,-1.25
23-Oct-15,2535,2542,2527.05,2536.2,2534.964504,37920,2721,96125854,17826,47.01,14.95,1.2
26-Oct-15,2545,2548,2517,2535.2,2528.812185,42329,2998,107042091,17725,41.87,31,-9.8
27-Oct-15,2535.2,2543.95,2521.45,2529.8,2530.876377,31507,2454,79740322,13648,43.32,22.5,-5.4
28-Oct-15,2526,2530,2507.6,2524.65,2522.802963,36714,2963,92622188,14757,40.19,22.4,-1.35
29-Oct-15,2530,2530,2493,2496.15,2500.511633,89834,5507,224630962,56454,62.84,37,-33.85
30-Oct-15,2501,2511,2485,2497.3,2497.231421,43652,3130,109009146,18517,42.42,26,-3.7
2-Nov-15,2497,2516.9,2488.05,2511.2,2506.024665,38232,3354,95810335,13660,35.73,28.85,14.2
3-Nov-15,2520,2545.55,2518.55,2542.6,2536.113553,35490,3697,90006670,14541,40.97,27,22.6
4-Nov-15,2551,2551,2520.2,2529.45,2531.300974,29378,3130,74364560,8598,29.27,30.8,-21.55
5-Nov-15,2538.95,2539,2485.15,2490.75,2496.473254,126395,5607,315541737,34371,27.19,53.85,-48.2
6-Nov-15,2488,2515.6,2483,2505.75,2506.409256,23467,2051,58817906,8498,36.21,32.6,17.75
9-Nov-15,2484,2500.6,2468.95,2475.05,2477.482101,121014,5641,299810019,82849,68.46,31.65,-8.95
10-Nov-15,2476,2478,2451.5,2461.7,2464.594257,99950,4070,246336196,57235,57.26,26.5,-14.3
11-Nov-15,2471,2480.3,2456.8,2470.55,2469.175409,16453,1552,40625343,7860,47.77,23.5,-0.45
13-Nov-15,2465,2465,2387.7,2397.3,2403.244475,105381,10150,253256306,48835,46.34,77.3,-67.7
16-Nov-15,2400,2400,2355,2374.9,2371.462509,71430,6931,169393567,31742,44.44,45,-25.1
17-Nov-15,2381,2398.45,2375.75,2390.5,2386.723876,54030,3421,128954691,27736,51.33,22.7,9.5
18-Nov-15,2390.55,2390.55,2346.95,2351.9,2360.469432,96538,5628,227874998,45940,47.59,43.6,-38.65
19-Nov-15,2370,2381.25,2352.05,2363.2,2369.43905,158278,2993,375030074,134859,85.2,29.2,-6.8
20-Nov-15,2364.1,2422,2364,2395.55,2402.431341,50816,4883,122081951,9327,18.35,58,31.45
23-Nov-15,2413.9,2413.9,2384.15,2391.7,2398.020306,31124,2563,74635984,8212,26.38,29.75,-22.2
24-Nov-15,2388,2391.9,2365,2370.1,2378.211329,27876,2366,66295019,10409,37.34,26.9,-17.9
26-Nov-15,2372,2381.8,2338,2345.15,2356.913942,44691,4036,105332841,21131,47.28,43.8,-26.85
27-Nov-15,2346,2357.9,2333,2352.65,2348.370839,64834,4986,152254275,19438,29.98,24.9,6.65
30-Nov-15,2360,2381.3,2352,2365.25,2366.694617,44626,3567,105616114,10706,23.99,29.3,5.25
1-Dec-15,2365,2378.4,2357.2,2362.15,2363.333587,44717,2812,105681188,24108,53.91,21.2,-2.85
2-Dec-15,2367,2370.95,2349,2365.25,2362.297685,41423,3022,97853457,16422,39.64,21.95,-1.75
3-Dec-15,2366,2372.55,2347.5,2350.85,2353.798884,68289,3680,160738572,36911,54.05,25.05,-15.15
4-Dec-15,2339.8,2340,2322,2330.15,2331.036137,82409,4868,192098357,39455,47.88,18,-9.65
7-Dec-15,2331,2345,2316.65,2324.1,2325.094601,81046,5597,188439617,36126,44.57,28.35,-6.9
8-Dec-15,2323,2348.5,2318,2329.5,2332.22945,106411,5681,248174868,67972,63.88,30.5,6.5
9-Dec-15,2330,2371,2320.55,2365.7,2356.950169,86071,6128,202865058,36418,42.31,50.45,35.7
10-Dec-15,2370,2392.4,2353.5,2380.75,2374.758745,54258,4169,128849660,17011,31.35,38.9,10.75
11-Dec-15,2395,2395,2363.05,2387.25,2384.461054,53536,2592,127654507,30837,57.6,31.95,-7.75
14-Dec-15,2344.9,2384.45,2335,2377.45,2361.23962,134951,7148,318651648,65685,48.67,49.45,32.55
15-Dec-15,2380,2384.9,2365.7,2375.2,2375.125023,26963,3529,64040496,7542,27.97,19.2,-4.8
16-Dec-15,2397.95,2414.55,2385.7,2407.1,2398.550846,126420,5219,303224798,80007,63.29,28.85,9.15
17-Dec-15,2420,2445.75,2395.2,2440.35,2418.193022,68562,3711,165796150,37459,54.64,50.55,20.35
18-Dec-15,2437.55,2437.55,2403.15,2416.45,2413.796419,160064,5991,386361910,107921,67.42,34.4,-21.1
21-Dec-15,2410,2448,2407.45,2440.95,2430.331937,36528,3183,88775165,11163,30.56,40.55,30.95
22-Dec-15,2441.05,2441.05,2400.5,2405.95,2414.490991,34966,2613,84425092,11052,31.61,40.55,-35.1
23-Dec-15,2411.35,2435,2410,2420.4,2423.088244,24183,2054,58597543,4922,20.35,25,9.05
24-Dec-15,2420,2435.95,2403.8,2433.35,2426.012971,19196,1702,46569745,4375,22.79,32.15,13.35
28-Dec-15,2422,2462.9,2422,2458.5,2441.843187,207432,4667,506516416,133495,64.36,40.9,36.5
29-Dec-15,2460,2464.5,2445,2451.95,2452.659212,24100,1978,59109087,4547,18.87,19.5,-8.05
30-Dec-15,2452,2457,2413,2418.4,2434.39954,27404,2297,66712285,8181,29.85,44,-33.6
31-Dec-15,2420,2448,2409,2439.2,2429.406912,31481,2740,76480159,7137,22.67,39,19.2
1-Jan-16,2432.1,2436.35,2412.4,2416.25,2421.142254,32189,2835,77934148,14944,46.43,23.95,-15.85
4-Jan-16,2416.1,2416.1,2369.05,2375.5,2380.913653,131249,8610,312492536,62483,47.61,47.05,-40.6
5-Jan-16,2383,2386.35,2343.55,2350.35,2352.204009,73477,5036,172832894,40299,54.85,42.8,-32.65
6-Jan-16,2365,2384.5,2352.2,2381.2,2374.342803,45125,3023,107142219,19682,43.62,32.3,16.2
7-Jan-16,2375,2379.7,2359.85,2370.05,2366.703465,66343,3183,157014208,33127,49.93,19.85,-4.95
8-Jan-16,2380,2409,2372.95,2397.25,2394.557571,34627,2867,82916345,12260,35.41,36.05,17.25
11-Jan-16,2396.45,2396.45,2349.9,2363,2362.892963,32783,3335,77462720,9890,30.17,46.55,-33.45
12-Jan-16,2367.95,2367.95,2301.1,2324.05,2323.271095,145569,10728,338196250,57834,39.73,66.85,-43.9
13-Jan-16,2317,2327.95,2258,2280.3,2277.579832,336277,15547,765897713,164358,48.88,69.95,-36.7
14-Jan-16,2275,2297.5,2252.6,2278.95,2280.461004,122435,7367,279208243,57787,47.2,44.9,3.95
15-Jan-16,2290,2291.35,2258.15,2263.5,2265.381753,87596,6741,198438380,42038,47.99,33.2,-26.5
18-Jan-16,2270,2291,2263,2282.45,2281.293496,72243,3677,164807486,29380,40.67,28,12.45
19-Jan-16,2283,2293,2267.25,2279,2277.019461,27388,2023,62363009,12802,46.74,25.75,-4
20-Jan-16,2279,2282.5,2243.75,2277.6,2264.752169,59597,4773,134972435,29371,49.28,38.75,-1.4
21-Jan-16,2280,2286.25,2247,2261.2,2260.084823,52981,3741,119741554,16273,30.71,39.25,-18.8
22-Jan-16,2266,2301,2260,2295.25,2282.84343,149269,4253,340757756,121966,81.71,41,29.25
25-Jan-16,2295.15,2338.8,2293.05,2305.95,2315.568953,33472,3552,77506724,11584,34.61,45.75,10.8
27-Jan-16,2303.95,2327.95,2283.7,2319.6,2316.742815,34135,2627,79082016,15943,46.71,44.25,15.65
28-Jan-16,2310,2347,2310,2330.9,2332.913078,35181,3222,82074215,12590,35.79,37,20.9
29-Jan-16,2339,2398.25,2336.1,2391.2,2368.243971,37115,3270,87897375,13273,35.76,62.15,52.2
1-Feb-16,2392,2412,2361.05,2402.2,2401.086982,28891,2996,69369804,11684,40.44,50.95,10.2
2-Feb-16,2408,2430.5,2380,2401.5,2415.387202,38445,3491,92859561,15246,39.66,50.5,-6.5
3-Feb-16,2377,2422.9,2356.95,2417.05,2398.716837,41047,3607,98460130,15270,37.2,65.95,40.05
4-Feb-16,2420,2437.55,2403.2,2417.45,2417.410373,86436,3342,208951283,61310,70.93,34.35,-2.55
5-Feb-16,2406.1,2439.95,2406.1,2425.85,2427.14336,23849,2381,57884942,5579,23.39,33.85,19.75
8-Feb-16,2415,2415,2350,2368.5,2386.206819,43821,3012,104565969,16640,37.97,65,-46.5
9-Feb-16,2331,2332,2257,2281.45,2278.419467,103138,9863,234991627,37107,35.98,75,-49.55
10-Feb-16,2280,2290,2258.05,2270.05,2269.808842,70915,3927,160963494,34459,48.59,31.95,-9.95
11-Feb-16,2271.1,2285,2173.1,2196.05,2226.03864,61025,5472,135844008,22208,36.39,111.9,-75.05
12-Feb-16,2198,2242,2167.95,2226.5,2212.792202,69019,5275,152724705,16265,23.57,74.05,28.5
15-Feb-16,2245.6,2306.5,2226.6,2269.55,2234.212315,754129,4586,1684884299,713137,94.56,79.9,23.95
16-Feb-16,2270,2281,2244.8,2267.75,2263.879267,26836,2073,60753464,8688,32.37,36.2,-2.25
17-Feb-16,2270.7,2281.9,2248.05,2278,2265.804193,43456,3986,98462787,17562,40.41,33.85,7.3
18-Feb-16,2280.05,2319.45,2279,2315.3,2300.695725,31787,2854,73132215,11087,34.88,40.45,35.25
19-Feb-16,2314,2325.3,2307,2320.2,2317.785407,18845,1930,43678666,4743,25.17,18.3,6.2
22-Feb-16,2320.5,2343.45,2305.1,2314.2,2330.062109,407221,3588,948850222,387043,95.04,38.35,-6.3
23-Feb-16,2316,2320,2253.9,2265.1,2270.256088,183652,4294,416937071,157132,85.56,66.1,-50.9
24-Feb-16,2264,2264,2205.5,2218.65,2232.324381,47176,3341,105312135,19203,40.71,58.5,-45.35
25-Feb-16,2222,2238,2184.15,2212.25,2198.922025,59455,4751,130736909,28635,48.16,53.85,-9.75
26-Feb-16,2238,2256.95,2202.6,2214.7,2219.06916,36076,3365,80055139,11750,32.57,54.35,-23.3
29-Feb-16,2214,2230,2119,2181.9,2188.674952,143102,8390,313203763,80824,56.48,111,-32.1
1-Mar-16,2182.5,2284.5,2163.5,2275,2246.807856,50941,5340,114454639,13374,26.25,121,92.5
2-Mar-16,2291.1,2330,2256.05,2319.55,2286.84851,49746,4358,113761566,15444,31.05,73.95,28.45
3-Mar-16,2324,2389.5,2301.2,2377.3,2359.85574,75967,5921,179271161,21171,27.87,88.3,53.3
4-Mar-16,2373,2377.95,2350,2359.05,2362.742972,28600,2388,67574449,8836,30.9,27.95,-13.95
8-Mar-16,2345,2365,2306,2354.4,2341.006486,32221,2899,75429570,8657,26.87,59,9.4
9-Mar-16,2350,2368.85,2298,2356.2,2331.583966,43494,3923,101409913,10243,23.55,70.85,6.2
10-Mar-16,2356,2356,2315.4,2348,2332.525816,31182,2921,72732820,3749,12.02,40.6,-8
11-Mar-16,2348,2389.9,2336.9,2366,2372.162937,215998,3135,512382450,188677,87.35,53,18
14-Mar-16,2370,2396.9,2340,2352,2362.500686,27712,2980,65469619,7474,26.97,56.9,-18
15-Mar-16,2355,2356.95,2320,2329.65,2333.629044,23461,2303,54749271,9114,38.85,36.95,-25.35
16-Mar-16,2323.4,2331,2308.2,2327.35,2320.575735,18512,1801,42958498,5485,29.63,22.8,3.95
17-Mar-16,2330.1,2361.65,2330.1,2351.75,2347.284364,36513,3169,85706394,17471,47.85,31.55,21.65
18-Mar-16,2363,2435,2363,2427.25,2411.625105,82231,6775,198310344,35154,42.75,72,64.25
21-Mar-16,2430,2457,2419.85,2443.65,2435.76656,46226,5357,112595745,16262,35.18,37.15,13.65
22-Mar-16,2446,2485,2435.6,2474.05,2457.405091,44395,3518,109096499,13229,29.8,49.4,28.05
23-Mar-16,2478,2485,2457.1,2474.7,2474.696283,123230,4059,304956823,100610,81.64,27.9,-3.3
28-Mar-16,2485.1,2517.95,2461.2,2473.55,2480.676576,49715,4349,123326836,16826,33.84,56.75,-11.55
29-Mar-16,2475,2486.4,2450,2467.85,2473.011642,29547,2141,73070075,9540,32.29,36.4,-7.15
30-Mar-16,2470,2503,2465,2488.35,2488.611722,28920,2892,71970651,9389,32.47,38,18.35
31-Mar-16,2488,2534,2472.5,2516.05,2509.976069,49184,5200,123450663,12833,26.09,61.5,28.05
1-Apr-16,2505.05,2520.95,2435.55,2455.4,2465.983103,68119,10508,167980303,23178,34.03,85.4,-49.65
4-Apr-16,2469,2487.8,2448,2470.7,2462.881281,33870,3248,83417789,9896,29.22,39.8,1.7
5-Apr-16,2472.3,2484,2446.75,2462.65,2470.959456,199390,3159,492684606,44067,22.1,37.25,-9.65
6-Apr-16,2465,2487.5,2460.05,2478.9,2476.186357,37133,3856,91948228,11492,30.95,27.45,13.9
7-Apr-16,2478.9,2483.4,2458.9,2470.95,2470.80245,21225,2329,52442782,8018,37.78,24.5,-7.95
8-Apr-16,2465,2466.9,2425.2,2428.7,2437.539403,33259,3092,81070123,11229,33.76,41.7,-36.3
11-Apr-16,2450,2514.45,2412.15,2506.65,2461.494203,54852,4810,135017880,19398,35.36,102.3,56.65
12-Apr-16,2506.65,2519.25,2487.45,2512.5,2504.063575,30641,2653,76727012,7315,23.87,31.8,5.85
13-Apr-16,2525,2543.4,2513.05,2523.15,2527.027554,33825,3192,85476707,9901,29.27,30.35,-1.85
18-Apr-16,2449,2553.15,2449,2522.4,2501.665893,226212,17073,565906845,32595,14.41,104.15,73.4
20-Apr-16,2548,2548,2442,2451.9,2472.22424,241795,16820,597771460,63956,26.45,106,-96.1
21-Apr-16,2462,2466.9,2415,2423.2,2438.253704,89699,6207,218708919,19596,21.85,51.9,-38.8
22-Apr-16,2411,2435,2404.95,2417.2,2419.74891,69728,5521,168724252,23009,33,30.05,6.2
25-Apr-16,2417,2454.2,2406,2448.3,2440.205133,65967,3870,160973012,28506,43.21,48.2,31.3
26-Apr-16,2435,2492.8,2435,2488,2478.36179,64753,5510,160481361,26087,40.29,57.8,53
27-Apr-16,2489.9,2512,2477.35,2505.55,2499.692359,44773,5174,111918726,11050,24.68,34.65,15.65
28-Apr-16,2508,2536.35,2500,2526.95,2524.546125,74071,7564,186995656,23747,32.06,36.35,18.95
29-Apr-16,2520,2539.6,2511.1,2530.05,2528.438557,355518,7191,898905419,299722,84.31,28.5,10.05
2-May-16,2530.05,2530.05,2500.05,2525.15,2516.398712,22826,2826,57439317,4954,21.7,30,-4.9
3-May-16,2520,2530,2475.1,2480.25,2492.568913,69522,4507,173288376,21311,30.65,54.9,-39.75
4-May-16,2471,2492.1,2457.95,2478.25,2472.311168,31054,2441,76775151,8738,28.14,34.15,7.25
5-May-16,2480.65,2490.4,2465,2474,2474.327835,46920,3410,116095462,22867,48.74,25.4,-6.65
6-May-16,2470,2484,2432,2472.15,2454.426116,27232,2634,66838932,5470,20.09,52,2.15
9-May-16,2472.15,2519.9,2458.65,2515.35,2502.239148,46674,4885,116789510,17775,38.08,61.25,43.2
10-May-16,2514,2532.85,2497.1,2523.6,2519.74371,21979,2224,55381447,6813,31,35.75,9.6
11-May-16,2515,2524,2488.05,2517.75,2513.080894,48508,4012,121904528,22126,45.61,35.95,2.75
12-May-16,2519,2570,2519,2567.05,2554.849571,55056,5822,140659798,20435,37.12,51,48.05
13-May-16,2565,2565,2512,2523.4,2529.393161,47347,3485,119759178,16558,34.97,53,-41.6
16-May-16,2524,2563.95,2524,2553.8,2545.731514,27819,2861,70819705,8343,29.99,39.95,29.8
17-May-16,2556,2590.85,2553,2570.2,2574.191237,53316,6598,137245580,20931,39.26,37.85,14.2
18-May-16,2570.2,2570.2,2527.7,2550.45,2544.310956,32458,3635,82583245,6870,21.17,42.5,-19.75
19-May-16,2550,2559.9,2527.75,2555.55,2548.105831,42294,2992,107769588,21035,49.74,32.15,5.55
20-May-16,2564.95,2565,2526,2532.05,2543.77705,82126,5326,208910234,44687,54.41,39,-32.9
23-May-16,2532,2547.75,2481,2491.7,2508.048689,189427,7455,475092139,133934,70.7,66.75,-40.3
24-May-16,2483.9,2488,2461,2467.5,2465.26413,113001,2271,278577312,95461,84.48,27,-16.4
25-May-16,2488.55,2532,2488.55,2526.7,2513.472787,75643,2796,190126622,56516,74.71,43.45,38.15
26-May-16,2526,2569,2506.3,2552.8,2539.170877,56286,3496,142919772,29871,53.07,62.7,26.8
27-May-16,2561,2580,2550,2572.05,2567.227332,61210,4667,157139985,25982,42.45,30,11.05
